title,code,song_by,status
Love's Worn Out Again,26812,America,New
Maging Superhero,26704,Daniel Padilla,New
"Magmahalan Nang
Buong Puso",26610,"GMA Christmas
Station ID 2017",New
Mahiwagang Nunal,26657,Vincent Daffalong,New
Makakaya Ko Ba,26800,Roselle Nava,New
Make Me Yours,26708,Sarah Geronimo,New
Malayo Na Tayo,26650,Silent Sanctuary,New
Me,26551,Teeth,New
Meant To Be,26790,Bebe Rexha & Florida Georgia,New
Mesmerize,26643,"Ja Rule ft.
Ashanti",New
Mi Gente,26564,"J Balvin, Willy William ft.",New
Million Dollar Bill,26553,Whitney Houston,New
Misa De Gallo,26554,Ivy Violan,New
Missing You Now,26658,Michael Bolton,New
Mistletoe,26555,Justin Bieber,New
Mobe,26530,Enrique Gil,New
More Than A Band,26865,Lemonade Mouth,New
MotorSport,26786,"Migos, Nicki
Minaj ft Cardi B",New
Mr. Love,26820,Connie Francis,New
Mr. Moonlight,26723,The Beatles,New
My Everything,26556,Ariana Grande,New
My Generation,26591,Limp Bizkit,New
My Girl,26739,Dylan Scott,New
My Grown Up Christmas List,26557,Kelly Clarkson,New
My Jagiya,26741,"Janno Gibbs
and Denise",New
My My My,26842,Troye Sivan,New
My Promise,26660,Patti Page,New
Naghihintay,26526,Iktus,New
Nagmamakaawa,26859,Roselle Nava,New
Nakakalokal,26571,Ogie Alcasid,New
Naririnig Mo Ba,26618,Morissette,New
Narito Ako,26697,Erik Santos,New
Naroon,26558,Yano,New
Nasa Atin Ang Panahon,26768,Noel Cabangon,New
Never Gonna Let You Down,26846,Colbie Caillat,New
New Rules,26733,Dua Lipa,New
Ngumiti Tumawa Magsaya Kumanta,26857,Cynthia Garcia,New
Nice Piece of Art,26869,Fm Static,New
No Limit,26727,G Eazy,New
No Other Love,26609,Barry Manilow,New
Oh Lori,26753,Alessi Brothers,New
Oh Oh What A Kiss,26813,Andy Fisher,New
Okay Na Ako,26614,Kim Chiu,New
On The Radio,26559,Donna Summer,New
One,26512,Creed,New
One Last Song,26766,Sam Smith,New
One More Light,26525,Linkin Park,New
One Of This Day,26661,"Whitney
Houston",New
Only Gonna Love You,26772,Kyla feat. REQ,New
Only Shadows,26860,Sarah Bareilles,New
Otherside,26620,Red Hot Chili Peppers,New
Paano,26719,Janno Gibbs ft. Freestyle,New
Pag-Agos,26560,"Up Dharma
Down",New
Painted Tainted Rose,26703,Al Martino,New
Pangako (Ikaw Lamang),26849,Jovit Baldivino,New
Pa'no Na Lang Ako,26712,Jason Dy,New
Para Kang,26801,1:43,New
Pasko Na,26619,Darren Espanto,New
Patay Sindi,26867,Stellar,New
Personal,26735,The Vamps,New
Pinipigil,26765,Yeng Constantino,New
Place In This World,26810,Michael W. Smith,New
Plain Jane,26778,ASAP Ferg,New
Play Hard,26662,"David Guetta ft Ne-Yo, Akon",New
Pledging My Love,26622,Tom Jones,New
Pray,26621,Sam Smith,New
Privacy,26725,Chris Brown,New
Promise Me A Carousel,26695,David Benoit,New
Pure Imagination,26516,Lou Rawls,New
Pwede Bang Malaman,26738,1:43,New
Rain,26524,The Script,New
Randomantic,26722,James Reid,New
Rapture,26562,Blondie,New
Ready Or Not,26510,A1,New
Ric Flair Drip,26769,"Offset & Metro
Boomin",New
River,26763,Eminem ft. Ed Sheeran,New
Rockstar,26572,Post Malone,New
Rose Colored Boy,26720,Paramore,New
Runaway Love,26574,Justin Bieber,New
Sa Aking Pag-iisa,26815,Cinderella,New
Sa Lahat Ng Iba,26505,Aicelle Santos,New
Sa Langit Wala Ang Beer,26674,Bert Dominique,New
Sa Ngalan Ng Pag-ibig,26789,Jessa Zaragoza,New
Sa Puso Ko'y Ikaw,26575,1:43,New
Sa Totoo Lang,26602,Susan Cuevas,New
Sakaling Malimutan Ka,26744,Carol Banawa,New
Sakto Ka Na,26527,Hashtags,New
Salot,26793,Siakol,New
Sampu,26670,Jona,New
Sana'y Kapiling Ka,26563,Angeline Quinto,New
Say Something,26822,Justin Timberlake ft.,New
Sa'yo Parin,26795,"Glaiza De
Castro",New
Seven Days,26576,Craig David,New
Seven Years,26774,Norah Jones,New
Shadows,26675,Westlife,New
She,26696,Elvis Costello,New
She Used To Be Mine,26845,Sara Bareilles,New
She's A Lady,26699,Tom Jones,New
She's Got A Way,26814,Billy Joel,New
Shiver,26577,Coldplay,New
Shooting Star,26578,Hale,New
Show Me The Way,26601,Styx,New
Sick Boy,26843,The Chainsmokers,New
Sinungaling Mong Puso,26807,Sheryn Regis,New
Skyscraper,26528,"Boyce Avenue
ft. Megan Nicole",New
Snow (Hey Oh),26830,Red Hot Chili Peppers,New
Snow In The Sahara,26668,Anggun,New
Some Good Things Never Last,26676,Barbra Streisand,New
Someday,26855,All 4 One,New
Someone You Love,26677,Nat King Cole,New
Somewhere In the,26791,Dishwalla,New
Soon,26659,"Moonpools and
Caterpillars",New
Spanish Guitar,26742,Toni Braxton,New
ST4Y UP,26825,Nadine Lustre,New
Stealing Heart,26579,Chicosci,New
Stereo,26798,America,New
Stoney,26599,Lobo,New
Street Beat,26683,Toni Basil,New
Sumpa,26678,Rockstar 2,New
Sundo,26607,"Moira Dela
Torre",New
Sunglasses At Night,26580,Corey Heart,New
Super Far,26567,Lany,New
Supermarket Flowers,26648,Ed Sheeran,New
Symphony,26827,Clean Bandit feat. Zara,New
Tadhana,26570,"Regine
Velasquez-",New
Tadhana,26630,Noel Cabangon,New
Tagay,26710,Quest,New
Talaga Naman,26581,The Dawn,New
Talking To Myself,26522,Linkin Park,New
Tampo,26805,"Princess
Velasco",New
Tanghaling Tapat,26653,UNIT 406,New
Taong Grasa,26679,The Youth,New
Tayo Na Lang Kasi,26615,Kyla and Jason Dy,New
Tell Me You Love Me,26731,Demi Lovato,New
Tempura,26717,Sponge Cola,New
Thank You For The Broken Heart,26500,J Rice,New
The Game,26652,"Freakshow ft Ed
Sheeran",New
The Labo Song,26542,Kaye Cal,New
The Look Of Love,26680,Diana Krall,New
The Silent Man,26625,Dream Theater,New
There Goes My Baby,26582,Usher,New
There's No Gettin Over Me,26681,Ronnie Milsap,New
This Gift,26583,98 Degrees,New
Tibok Ng Puso,26770,M.Y.M.P.,New
Till I Met You,26749,Kuh Ledesma,New
Time For Miracles,26701,Adam Lambert,New
Time Machine,26682,"Six Part
Invention",New
Titibo-tibo,26518,Moira Dela Torre,New
To Forget You,26584,Sitti,New
Together,26852,Ne-Yo,New
Tonight's The Night (Gonna Be Alright),26504,Rod Stewart,New
Too Little Too Late,26684,JoJo,New
Too Much To Ask,26521,Niall Horan,New
Tourniquet,26623,Evanescence,New
Trap Paris,26523,Machine Gun Kelly ft.Quavo,New
TRPKNNMN,26787,Gloc9 ft Agsunta,New
Tryin' To Get That Feeling Again,26817,"David
Pomeranz",New
Tulad Ng Dati,26685,The Dawn,New
Tumulo Na,26847,Fred Panopio,New
Tunay Na Nagmamahal,26691,J. Brothers,New
Tunay Na Pag-ibig,26651,Sam Milby,New
Turn The Beat Around,26808,Laura Branigan,New
Turning Up,26569,James Reid,New
Tutulungan Kita,26686,Roel Cortez,New
Two Hearts,26687,Phil Collins,New
Two Words,26598,Lea Salonga,New
Under The Same Sun,26833,Scorpions,New
Unforgettable,26705,French Montana ft. Swae Lee,New
Until,26693,Air Supply,New
Victor Could,26776,Parokya ni Edgar,New
Vindicated,26529,Dashboard Confessional,New
Wag Ka Nang Umuwi,26837,"Matteo
Guidicelli",New
Walang Ganon,26854,Siakol,New
Walk On Water,26740,"Eminem Ft.
Beyonce",New
Waray-Waray,26688,Sylvia La Torre,New
We Could Be Together,26868,Debbie Gibson,New
We Could Happen,26761,AJ Rafael,New
What About Now,26809,Westlife,New
What Do I Know,26654,Ed Sheeran,New
What If,26585,Colbie Caillat,New
What Ifs,26613,Kane Brown ft. Lauren Alaina,New
What Lovers Do,26517,Maroon 5 ft SZA,New
When A Child Is Born,26586,Jose Mari Chan,New
When I See You Smile,26664,Bad English,New
When I'm Gone,26587,3 Doors Down,New
Where Did The Feeling Go,26663,Air Supply,New
Where Do Broken Hearts Go,26596,Erik Santos,New
"Where Have You Been, My Disco",26826,IV Of Spades,New
Who Was I,26856,Juris,New
Who's Loving You,26755,Jackson 5,New
Why Try,26588,Ariana Grande,New
With Love,26672,"Marlo Mortel &
Kristel Fulgar",New
Wolves,26734,Selena Gomez ft Marshmello,New
Words Of Love,26589,The Beatles,New
Wow Na Feelings,26566,Janella Salvador,New
You And I,26541,Petula Clark,New
"You Don't Have To
Paint Me A Picture",26754,Gary Lewis,New
You Don't Know My Name,26779,Alicia Keys,New
You Were Meant For Me,26796,Jewel,New
Young Dumb & Broke,26538,Khalid,New
Younger Now,26730,Miley Cyrus,New
Your Song,26644,Rita Ora,New
You're All I Need,26692,Eddie Peregrina,New
Yung Pakiramdam,26850,Jona,New
